the_geom,business_hours_7_closing_time,id,title,content,type,address,city,state,zip,phone,notes,disclaimer,business_hours_0_day_of_week,latitude,longitude,marker_content,business_hours_0_opening_time,business_hours_0_closing_time,business_hours_1_day_of_week,business_hours_1_opening_time,business_hours_1_closing_time,business_hours_2_day_of_week,business_hours_2_opening_time,business_hours_2_closing_time,business_hours_3_day_of_week,business_hours_3_opening_time,business_hours_3_closing_time,business_hours_4_day_of_week,business_hours_4_opening_time,business_hours_4_closing_time,business_hours_5_day_of_week,business_hours_5_opening_time,business_hours_5_closing_time,business_hours_6_day_of_week,business_hours_6_opening_time,business_hours_6_closing_time,business_hours_7_day_of_week,business_hours_7_opening_time,cartodb_id,business_hours_8_day_of_week,business_hours_8_opening_time,business_hours_8_closing_time,business_hours_9_day_of_week,business_hours_9_opening_time,business_hours_9_closing_time,business_hours_10_day_of_week,business_hours_10_opening_time,business_hours_10_closing_time,business_hours_11_day_of_week,business_hours_11_opening_time,business_hours_11_closing_time,business_hours_12_day_of_week,business_hours_12_opening_time,business_hours_12_closing_time,business_hours_13_day_of_week,business_hours_13_opening_time,business_hours_13_closing_time,business_hours_14_day_of_week,business_hours_14_opening_time,business_hours_14_closing_time,business_hours_15_day_of_week,business_hours_15_opening_time,business_hours_15_closing_time,business_hours_16_day_of_week,business_hours_16_opening_time,business_hours_16_closing_time,business_hours_17_day_of_week,business_hours_17_opening_time,business_hours_17_closing_time,business_hours_18_day_of_week,business_hours_18_opening_time,business_hours_18_closing_time,business_hours_19_day_of_week,business_hours_19_opening_time,business_hours_19_closing_time,business_hours_20_day_of_week,business_hours_20_opening_time,business_hours_20_closing_time
0101000020E61000009E95B4E21B6B55C0A515DF50F8164340,,7604,Newburg Church of Christ,,pantry,4700 East Indian Trail,Louisville,KY,40218,(502) 966-5171,Must call in advance to make an appointment,,5,38.179453,-85.673577,"<h4 class=""listing-infowindow-title"">Newburg Church of Christ<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">4700 East Indian Trail, Louisville, 40218 KY</p><p class=""listing-infowindow-phone"">(502) 966-5171</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7604); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Friday: </span><span>11:00 AM-1:00 PM</span><br><p class=""listing-infowindow-notes"">Must call in advance to make an appointment</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",11:00:00,01:00:00,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E610000012143FC6DC6D55C08D47A98427284340,,7607,Northside Church of Christ,,pantry,2510 E 10th Street,Jeffersonville,IN,47130,(812) 282-6272,Last Saturday of the month,,6,38.313706,-85.7166,"<h4 class=""listing-infowindow-title"">Northside Church of Christ<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">2510 E 10th Street, Jeffersonville, 47130 IN</p><p class=""listing-infowindow-phone"">(812) 282-6272</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7607); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Saturday: </span><span>4:30 PM-6:30 PM</span><br><p class=""listing-infowindow-notes"">Last Saturday of the month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",04:30:00,06:30:00,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000BFB854A52D6D55C0E54526E0D7164340,,7601,New Covenant Church of God,,pantry,1272 Gilmore Lane,Louisville,KY,40213,(502) 966-0447,3rd Tuesday of the month,,2,38.178463,-85.705911,"<h4 class=""listing-infowindow-title"">New Covenant Church of God<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">1272 Gilmore Lane, Louisville, 40213 KY</p><p class=""listing-infowindow-phone"">(502) 966-0447</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7601); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Tuesday: </span><span>9:00 AM-11:00 AM</span><br><p class=""listing-infowindow-notes"">3rd Tuesday of the month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",09:00:00,11:00:00,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000A4C4AEEDED7355C050340F6091254340,,7606,Northside Christian Church,,pantry,1423 East Oak,New Albany,IN,47150,(812) 945-8704,,,2,38.293499,-85.811397,"<h4 class=""listing-infowindow-title"">Northside Christian Church<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">1423 East Oak, New Albany, 47150 IN</p><p class=""listing-infowindow-phone"">(812) 945-8704</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7606); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Tuesday: </span><span>5:30 PM-7:00 PM</span><br><span>Thursday: </span><span>5:30 PM-7:00 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",05:30:00,07:00:00,4,05:30:00,07:00:00,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000009CC58B85217355C062F8889812234340,,7614,Portland Community Trust,,pantry,3128 Portland Avenue,Louisville,KY,40212,(502) 774-4125,"Serves residents who live in area beginning at 15 St. to the east and running west to the Ohio River, and Market St. to the south running north to the Ohio River",,1,38.274005,-85.798921,"<h4 class=""listing-infowindow-title"">Portland Community Trust<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">3128 Portland Avenue, Louisville, 40212 KY</p><p class=""listing-infowindow-phone"">(502) 774-4125</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7614); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>1:00 PM-3:00 PM</span><br><span>Thursday: </span><span>10:00 AM-12:00 PM</span><br><p class=""listing-infowindow-notes"">Serves residents who live in area beginning at 15 St. to the east and running west to the Ohio River, and Market St. to the south running north to the Ohio River</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",01:00:00,03:00:00,4,10:00:00,12:00:00,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000006ABFB513257555C0E388B5F814244340,,7616,Revelation Tabernacle,,pantry,602 West Market,New Albany,IN,47150,(812) 697-6754,1st and 3rd Tuesday of the month,Mondays at Noon is bread distribution,2,38.28189,-85.830388,"<h4 class=""listing-infowindow-title"">Revelation Tabernacle<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">602 West Market, New Albany, 47150 IN</p><p class=""listing-infowindow-phone"">(812) 697-6754</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7616); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Tuesday: </span><span>9:00 AM-12:00 PM</span><br><p class=""listing-infowindow-notes"">1st and 3rd Tuesday of the month</p><p class=""listing-infowindow-disclaimer"">Mondays at Noon is bread distribution</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",09:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000008D9B1A683E4555C0740CC85EEF464340,,7613,Port Royal Baptist Church,,pantry,8053 Port Royal Road,Port Royal,KY,40058,(502) 947-5892,1st Friday of the month,MUST HAVE APPOINTMENT: Call (502) 777-0970 for appointment,5,38.55418,-85.081934,"<h4 class=""listing-infowindow-title"">Port Royal Baptist Church<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">8053 Port Royal Road, Port Royal, 40058 KY</p><p class=""listing-infowindow-phone"">(502) 947-5892</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7613); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Friday: </span><span>5:30 PM-7:00 PM</span><br><p class=""listing-infowindow-notes"">1st Friday of the month</p><p class=""listing-infowindow-disclaimer"">MUST HAVE APPOINTMENT: Call (502) 777-0970 for appointment</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",05:30:00,07:00:00,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000834E081D746655C0707841446A3E4340,,7609,Old Salem United Methodist,,pantry,8177 Salem Church Road,Charlestown,IN,47111,(812) 941-0909,3rd Monday of the month,Serves residents of Charlestown,1,38.487618,-85.600837,"<h4 class=""listing-infowindow-title"">Old Salem United Methodist<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">8177 Salem Church Road, Charlestown, 47111 IN</p><p class=""listing-infowindow-phone"">(812) 941-0909</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7609); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>4:00 PM-6:00 PM</span><br><p class=""listing-infowindow-notes"">3rd Monday of the month</p><p class=""listing-infowindow-disclaimer"">Serves residents of Charlestown</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",04:00:00,06:00:00,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000006B11514CDE5B55C0C9570229B1314340,,7610,Oldham County Red Cross,,pantry,1215 North Highway 393,LaGrange,KY,40031,(502) 222-0308,,Please call for an appointment,1,38.388219,-85.435443,"<h4 class=""listing-infowindow-title"">Oldham County Red Cross<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">1215 North Highway 393, LaGrange, 40031 KY</p><p class=""listing-infowindow-phone"">(502) 222-0308</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7610); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>1:00 PM-4:00 PM</span><br><span>Tuesday: </span><span>1:00 PM-4:00 PM</span><br><span>Wednesday: </span><span>1:00 PM-4:00 PM</span><br><span>Thursday: </span><span>1:00 PM-4:00 PM</span><br><span>Friday: </span><span>1:00 PM-4:00 PM</span><br><p class=""listing-infowindow-disclaimer"">Please call for an appointment</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",01:00:00,04:00:00,2,01:00:00,04:00:00,3,01:00:00,04:00:00,4,01:00:00,04:00:00,5,01:00:00,04:00:00,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000323D6189077455C04BAE62F19B204340,,7615,Redeemer Lutheran Church,,pantry,3640 River Park Drive,Louisville,KY,40211,(502) 776-5945,4th Wednesday of the month,,3,38.254759,-85.81296,"<h4 class=""listing-infowindow-title"">Redeemer Lutheran Church<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">3640 River Park Drive, Louisville, 40211 KY</p><p class=""listing-infowindow-phone"">(502) 776-5945</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7615); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Wednesday: </span><span>8:00 AM-11:00 AM</span><br><p class=""listing-infowindow-notes"">4th Wednesday of the month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",08:00:00,11:00:00,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000CE18E6046D6855C0F6EE8FF7AA114340,,7611,Outler Loop Church of God,,pantry,6901 Outer Loop,Louisville,KY,40228,(502) 552-5188,2nd and 4th Thursdays,,4,38.13803,-85.631654,"<h4 class=""listing-infowindow-title"">Outler Loop Church of God<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">6901 Outer Loop, Louisville, 40228 KY</p><p class=""listing-infowindow-phone"">(502) 552-5188</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7611); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Thursday: </span><span>2:30 PM-4:00 PM</span><br><p class=""listing-infowindow-notes"">2nd and 4th Thursdays</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",02:30:00,04:00:00,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000003332C85D844755C015C5ABAC6D2C4340,,7612,Pleasureville Baptist Church,,pantry,2749 Hillspring Road,Pleasureville,KY,40057,(502) 878-4755,2nd Saturday of the month,MUST HAVE APPOINTMENT: Call (502) 777-0970 for appointment,,38.347097,-85.117454,"<h4 class=""listing-infowindow-title"">Pleasureville Baptist Church<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">2749 Hillspring Road, Pleasureville, 40057 KY</p><p class=""listing-infowindow-phone"">(502) 878-4755</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7612); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><p class=""listing-infowindow-notes"">2nd Saturday of the month</p><p class=""listing-infowindow-disclaimer"">MUST HAVE APPOINTMENT: Call (502) 777-0970 for appointment</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000B9895A9A5B6F55C04C546F0D6C1F4340,,7620,Schuhmann Center,,pantry,730 East Gray Street,Louisville,KY,40202,(502) 589-6696,"Serves families with children living in area north to river, south to Hill St., west to 13th St, and east to Baxter Ave.",,1,38.245485,-85.739966,"<h4 class=""listing-infowindow-title"">Schuhmann Center<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">730 East Gray Street, Louisville, 40202 KY</p><p class=""listing-infowindow-phone"">(502) 589-6696</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7620); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>9:00 AM-11:45 AM</span><br><span>Tuesday: </span><span>9:00 AM-11:45 AM</span><br><span>Wednesday: </span><span>9:00 AM-11:45 AM</span><br><span>Thursday: </span><span>9:00 AM-11:45 AM</span><br><span>Friday: </span><span>9:00 AM-11:45 AM</span><br><p class=""listing-infowindow-notes"">Serves families with children living in area north to river, south to Hill St., west to 13th St, and east to Baxter Ave.</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",09:00:00,11:45:00,2,09:00:00,11:45:00,3,09:00:00,11:45:00,4,09:00:00,11:45:00,5,09:00:00,11:45:00,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000003944DC9C4A7355C07D5BB054171E4340,,7623,Shiloh Missionary Baptist Church,,pantry,1349 Catalpa Street,Louisville,KY,40211,(502) 935-6210,"Wednesday is bread and produce only; Friday is full pantry",Serves residents of 40211 ONLY,3,38.235087,-85.801429,"<h4 class=""listing-infowindow-title"">Shiloh Missionary Baptist Church<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">1349 Catalpa Street, Louisville, 40211 KY</p><p class=""listing-infowindow-phone"">(502) 935-6210</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7623); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Wednesday: </span><span>9:00 AM-12:00 PM</span><br><span>Friday: </span><span>9:00 AM-12:00 PM</span><br><p class=""listing-infowindow-notes"">Wednesday is bread and produce only; Friday is full pantry</p><p class=""listing-infowindow-disclaimer"">Serves residents of 40211 ONLY</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",09:00:00,12:00:00,5,09:00:00,12:00:00,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000AF415F7AFB4D55C06C770FD07D1B4340,,7525,Serenity Center,,distribution-center,98 7th Street,Shelbyville,KY,40065,(502) 647-5555,"2nd Wednesday of the month ONLY ; Monday, Tuesday and Thursday is Produce Only",,1,38.214777,-85.218474,"<h4 class=""listing-infowindow-title"">Serenity Center<img src=""/assets/plugins/dare-to-care-listings/public/img/distribution-center.png"" /></h4><p class=""listing-infowindow-address"">98 7th Street, Shelbyville, 40065 KY</p><p class=""listing-infowindow-phone"">(502) 647-5555</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7525); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>8:30 AM-5:00 PM</span><br><span>Tuesday: </span><span>8:30 AM-5:00 PM</span><br><span>Wednesday: </span><span>12:00 PM-5:00 PM</span><br><span>Thursday: </span><span>8:30 AM-5:00 PM</span><br><p class=""listing-infowindow-notes"">2nd Wednesday of the month ONLY ; Monday, Tuesday and Thursday is Produce Only</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",08:30:00,05:00:00,2,08:30:00,05:00:00,3,12:00:00,05:00:00,4,08:30:00,05:00:00,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E610000028F1B913EC7355C06C770FD07D214340,,7524,Portland Memorial Baptist Church,,distribution-center,3713 West Market Street,Louisville,KY,40212,(502) 778-3641,Closed on holidays,,1,38.261652,-85.811284,"<h4 class=""listing-infowindow-title"">Portland Memorial Baptist Church<img src=""/assets/plugins/dare-to-care-listings/public/img/distribution-center.png"" /></h4><p class=""listing-infowindow-address"">3713 West Market Street, Louisville, 40212 KY</p><p class=""listing-infowindow-phone"">(502) 778-3641</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7524); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>10:00 AM-2:00 PM</span><br><span>Tuesday: </span><span>10:00 AM-1:30 PM</span><br><span>Wednesday: </span><span>12:00 PM-4:00 PM</span><br><span>Friday: </span><span>10:00 AM-2:00 PM</span><br><p class=""listing-infowindow-notes"">Closed on holidays</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",10:00:00,02:00:00,2,10:00:00,01:30:00,3,12:00:00,04:00:00,5,10:00:00,02:00:00,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000107A36AB3E5B55C077483140A2314340,,7549,Beulah Land Baptist Church,,pantry,3509 West Highway 146,LaGrange,KY,40031,(502)222-1912,,,2,38.387764,-85.4257,"<h4 class=""listing-infowindow-title"">Beulah Land Baptist Church<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">3509 West Highway 146, LaGrange, 40031 KY</p><p class=""listing-infowindow-phone"">(502)222-1912</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7549); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Tuesday: </span><span>9:00 AM-1:00 PM</span><br><span>Thursday: </span><span>9:00 AM-1:00 PM, 2:00 PM-6:00 PM</span><br><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",09:00:00,01:00:00,4,09:00:00,01:00:00,4,02:00:00,06:00:00,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E610000091442FA3586F55C096067E54C31C4340,,7617,Right Now Harvest Church,,pantry,853 Milton Street,Louisville,KY,40217,(502) 634-3500,3rd Saturday of the month & Last Wednesday of the month,,3,38.224711,-85.739785,"<h4 class=""listing-infowindow-title"">Right Now Harvest Church<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">853 Milton Street, Louisville, 40217 KY</p><p class=""listing-infowindow-phone"">(502) 634-3500</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7617); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Wednesday: </span><span>6:00 PM-8:00 PM</span><br><span>Saturday: </span><span>11:00 AM-1:00 PM</span><br><p class=""listing-infowindow-notes"">3rd Saturday of the month & Last Wednesday of the month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",06:00:00,08:00:00,6,11:00:00,01:00:00,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000CE16105A0F7355C05F42058717224340,,7622,Servant's Heart Worship Center,,pantry,2900 Slevin Street,Louisville,KY,40212,(502) 494-9123,Closed the 1st Monday of every month,,1,38.266343,-85.797812,"<h4 class=""listing-infowindow-title"">Servant's Heart Worship Center<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">2900 Slevin Street, Louisville, 40212 KY</p><p class=""listing-infowindow-phone"">(502) 494-9123</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7622); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>2:00 PM-3:00 PM</span><br><p class=""listing-infowindow-notes"">Closed the 1st Monday of every month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",02:00:00,03:00:00,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000006C41EF8D217055C019E59997C31E4340,,7618,Salvation Army Emergency Foodbox,,pantry,911 South Brook Street,Louisville,KY,40203,(502) 671-4904,,Call for appointment,1,38.240344,-85.752048,"<h4 class=""listing-infowindow-title"">Salvation Army Emergency Foodbox<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">911 South Brook Street, Louisville, 40203 KY</p><p class=""listing-infowindow-phone"">(502) 671-4904</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7618); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>2:30 PM-4:00 PM</span><br><span>Tuesday: </span><span>2:30 PM-4:00 PM</span><br><p class=""listing-infowindow-disclaimer"">Call for appointment</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",02:30:00,04:00:00,2,02:30:00,04:00:00,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000EFC517EDF15555C003780B2428044340,,7621,Second Baptist Church of Taylorsville,,pantry,401 Jefferson Street,Taylorsville,KY,40071,(502) 477-8607,2nd Saturday of the month,,6,38.032475,-85.342891,"<h4 class=""listing-infowindow-title"">Second Baptist Church of Taylorsville<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">401 Jefferson Street, Taylorsville, 40071 KY</p><p class=""listing-infowindow-phone"">(502) 477-8607</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7621); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Saturday: </span><span>10:00 AM-12:00 PM</span><br><p class=""listing-infowindow-notes"">2nd Saturday of the month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",10:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000BE30992A187255C03D49BA66F21D4340,,7619,Sanction House Mission,,pantry,1322 South 17th Street,Louisville,KY,40210,(502) 526-8176,4th Friday of the month,,5,38.23396,-85.782725,"<h4 class=""listing-infowindow-title"">Sanction House Mission<img src=""/assets/plugins/dare-to-care-listings/public/img/pantry.png"" /></h4><p class=""listing-infowindow-address"">1322 South 17th Street, Louisville, 40210 KY</p><p class=""listing-infowindow-phone"">(502) 526-8176</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7619); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Friday: </span><span>4:30 PM-6:00 PM</span><br><p class=""listing-infowindow-notes"">4th Friday of the month</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",04:30:00,06:00:00,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000F01472A59E6855C0850838842A194340,,7529,Southeast Associated Ministries,,distribution-center,"6500 Six Mile Lane, Suite A",Louisville,KY,40218,(502) 499-2059,"Mobile Pantry located at St. Bartholomew's Catholic Church (2040 Buechel Bank Rd. Louisville, KY 40218) at 10 A.M. on the 2nd Tuesday of each month.",,1,38.19661,-85.634683,"<h4 class=""listing-infowindow-title"">Southeast Associated Ministries<img src=""/assets/plugins/dare-to-care-listings/public/img/distribution-center.png"" /></h4><p class=""listing-infowindow-address"">6500 Six Mile Lane, Suite A, Louisville, 40218 KY</p><p class=""listing-infowindow-phone"">(502) 499-2059</p><p class=""listing-infowindow-directions""><a href=""#"" onclick=""app.getDirections(7529); return false;"">Get Directions</a></p><h5 class=""listing-infowindow-hours"">Hours</h5><span>Monday: </span><span>09:30 AM-11:30 AM</span><br><span>Tuesday: </span><span>09:30 AM-11:30 AM</span><br><span>Wednesday: </span><span>09:30 AM-11:30 AM</span><br><span>Thursday: </span><span>09:30 AM-11:30 AM</span><br><span>Friday: </span><span>09:30 AM-11:30 AM</span><br><p class=""listing-infowindow-notes"">Mobile Pantry located at St. Bartholomew's Catholic Church (2040 Buechel Bank Rd. Louisville, KY 40218) at 10 A.M. on the 2nd Tuesday of each month.</p><p class=""listing-infowindow-disclaimer""><em>Call before visiting the site to check on geographic restrictions/eligibility.</em></p>",09:30:00,11:30:00,2,09:30:00,11:30:00,3,09:30:00,11:30:00,4,09:30:00,11:30:00,5,09:30:00,11:30:00,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
